0000,0000,0000,0040,8080,0000
0000,0000,0000,0040,4040,0000
0000,0000,0000,0040,2020,0000
0000,0000,0000,0040,1010,0000
0000,0000,0000,0040,0808,0000
0000,0000,0000,0040,0404,0000
0000,0000,0000,0040,0202,0000
0000,0000,0000,0040,0101,0000
0000,0000,0000,0020,0000,8080
0000,0000,0000,0020,0000,4040
0000,0000,0000,0020,0000,2020
0000,0000,0000,0020,0000,1010
0000,0000,0000,0020,0000,0808
0000,0000,0000,0020,0000,0404
0000,0000,0000,0020,0000,0202
0000,0000,0000,0020,0000,0101
0000,0000,0000,0020,8080,0000
0000,0000,0000,0020,4040,0000
0000,0000,0000,0020,2020,0000
0000,0000,0000,0020,1010,0000
0000,0000,0000,0020,0808,0000
0000,0000,0000,0020,0404,0000
0000,0000,0000,0020,0202,0000
0000,0000,0000,0020,0101,0000
0000,0000,0000,0010,0000,8080
0000,0000,0000,0010,0000,4040
0000,0000,0000,0010,0000,2020
0000,0000,0000,0010,0000,1010
0000,0000,0000,0010,0000,0808
0000,0000,0000,0010,0000,0404
0000,0000,0000,0010,0000,0202
0000,0000,0000,0010,0000,0101
0000,0000,0000,0010,8080,0000
0000,0000,0000,0010,4040,0000
0000,0000,0000,0010,2020,0000
0000,0000,0000,0010,1010,0000
0000,0000,0000,0010,0808,0000
0000,0000,0000,0010,0404,0000
0000,0000,0000,0010,0202,0000
0000,0000,0000,0010,0101,0000
0000,0000,0000,0008,0000,8080
0000,0000,0000,0008,0000,4040
0000,0000,0000,0008,0000,2020
0000,0000,0000,0008,0000,1010
0000,0000,0000,0008,0000,0808
0000,0000,0000,0008,0000,0404
0000,0000,0000,0008,0000,0202
0000,0000,0000,0008,0000,0101
0000,0000,0000,0008,8080,0000
0000,0000,0000,0008,4040,0000
0000,0000,0000,0008,2020,0000
0000,0000,0000,0008,1010,0000
0000,0000,0000,0008,0808,0000
0000,0000,0000,0008,0404,0000
0000,0000,0000,0008,0202,0000
0000,0000,0000,0008,0101,0000
0000,0000,0000,0004,0000,8080
0000,0000,0000,0004,0000,4040
0000,0000,0000,0004,0000,2020
0000,0000,0000,0004,0000,1010
0000,0000,0000,0004,0000,0808
0000,0000,0000,0004,0000,0404
0000,0000,0000,0004,0000,0202
0000,0000,0000,0004,0000,0101
0000,0000,0000,0004,8080,0000
0000,0000,0000,0004,4040,0000
0000,0000,0000,0004,2020,0000
0000,0000,0000,0004,1010,0000
0000,0000,0000,0004,0808,0000
0000,0000,0000,0004,0404,0000
0000,0000,0000,0004,0202,0000
0000,0000,0000,0004,0101,0000
0000,0000,0000,0002,0000,8080
0000,0000,0000,0002,0000,4040
0000,0000,0000,0002,0000,2020
0000,0000,0000,0002,0000,1010
0000,0000,0000,0002,0000,0808
0000,0000,0000,0002,0000,0404
0000,0000,0000,0002,0000,0202
0000,0000,0000,0002,0000,0101
0000,0000,0000,0002,8080,0000
0000,0000,0000,0002,4040,0000
0000,0000,0000,0002,2020,0000
0000,0000,0000,0002,1010,0000
0000,0000,0000,0002,0808,0000
0000,0000,0000,0002,0404,0000
0000,0000,0000,0002,0202,0000
0000,0000,0000,0002,0101,0000
0000,0000,0000,0001,0000,8080
0000,0000,0000,0001,0000,4040
0000,0000,0000,0001,0000,2020
0000,0000,0000,0001,0000,1010
0000,0000,0000,0001,0000,0808
0000,0000,0000,0001,0000,0404
0000,0000,0000,0001,0000,0202
0000,0000,0000,0001,0000,0101
0000,0000,0000,0001,8080,0000
0000,0000,0000,0001,4040,0000
0000,0000,0000,0001,2020,0000
0000,0000,0000,0001,1010,0000
0000,0000,0000,0001,0808,0000
0000,0000,0000,0001,0404,0000
0000,0000,0000,0001,0202,0000
0000,0000,0000,0001,0101,0000
