0000,0000,0000,8000,0000,8080
0000,0000,0000,8000,0000,4040
0000,0000,0000,8000,0000,2020
0000,0000,0000,8000,0000,1010
0000,0000,0000,8000,0000,0808
0000,0000,0000,8000,0000,0404
0000,0000,0000,8000,0000,0202
0000,0000,0000,8000,0000,0101
0000,0000,0000,8000,8080,0000
0000,0000,0000,8000,4040,0000
0000,0000,0000,8000,2020,0000
0000,0000,0000,8000,1010,0000
0000,0000,0000,8000,0808,0000
0000,0000,0000,8000,0404,0000
0000,0000,0000,8000,0202,0000
0000,0000,0000,8000,0101,0000
0000,0000,0000,4000,0000,8080
0000,0000,0000,4000,0000,4040
0000,0000,0000,4000,0000,2020
0000,0000,0000,4000,0000,1010
0000,0000,0000,4000,0000,0808
0000,0000,0000,4000,0000,0404
0000,0000,0000,4000,0000,0202
0000,0000,0000,4000,0000,0101
0000,0000,0000,4000,8080,0000
0000,0000,0000,4000,4040,0000
0000,0000,0000,4000,2020,0000
0000,0000,0000,4000,1010,0000
0000,0000,0000,4000,0808,0000
0000,0000,0000,4000,0404,0000
0000,0000,0000,4000,0202,0000
0000,0000,0000,4000,0101,0000
0000,0000,0000,2000,0000,8080
0000,0000,0000,2000,0000,4040
0000,0000,0000,2000,0000,2020
0000,0000,0000,2000,0000,1010
0000,0000,0000,2000,0000,0808
0000,0000,0000,2000,0000,0404
0000,0000,0000,2000,0000,0202
0000,0000,0000,2000,0000,0101
0000,0000,0000,2000,8080,0000
0000,0000,0000,2000,4040,0000
0000,0000,0000,2000,2020,0000
0000,0000,0000,2000,1010,0000
0000,0000,0000,2000,0808,0000
0000,0000,0000,2000,0404,0000
0000,0000,0000,2000,0202,0000
0000,0000,0000,2000,0101,0000
0000,0000,0000,1000,0000,8080
0000,0000,0000,1000,0000,4040
0000,0000,0000,1000,0000,2020
0000,0000,0000,1000,0000,1010
0000,0000,0000,1000,0000,0808
0000,0000,0000,1000,0000,0404
0000,0000,0000,1000,0000,0202
0000,0000,0000,1000,0000,0101
0000,0000,0000,1000,8080,0000
0000,0000,0000,1000,4040,0000
0000,0000,0000,1000,2020,0000
0000,0000,0000,1000,1010,0000
0000,0000,0000,1000,0808,0000
0000,0000,0000,1000,0404,0000
0000,0000,0000,1000,0202,0000
0000,0000,0000,1000,0101,0000
0000,0000,0000,0800,0000,8080
0000,0000,0000,0800,0000,4040
0000,0000,0000,0800,0000,2020
0000,0000,0000,0800,0000,1010
0000,0000,0000,0800,0000,0808
0000,0000,0000,0800,0000,0404
0000,0000,0000,0800,0000,0202
0000,0000,0000,0800,0000,0101
0000,0000,0000,0800,8080,0000
0000,0000,0000,0800,4040,0000
0000,0000,0000,0800,2020,0000
0000,0000,0000,0800,1010,0000
0000,0000,0000,0800,0808,0000
0000,0000,0000,0800,0404,0000
0000,0000,0000,0800,0202,0000
0000,0000,0000,0800,0101,0000
0000,0000,0000,0400,0000,8080
0000,0000,0000,0400,0000,4040
0000,0000,0000,0400,0000,2020
0000,0000,0000,0400,0000,1010
0000,0000,0000,0400,0000,0808
0000,0000,0000,0400,0000,0404
0000,0000,0000,0400,0000,0202
0000,0000,0000,0400,0000,0101
0000,0000,0000,0400,8080,0000
0000,0000,0000,0400,4040,0000
0000,0000,0000,0400,2020,0000
0000,0000,0000,0400,1010,0000
0000,0000,0000,0400,0808,0000
0000,0000,0000,0400,0404,0000
0000,0000,0000,0400,0202,0000
0000,0000,0000,0400,0101,0000
0000,0000,0000,0200,0000,8080
0000,0000,0000,0200,0000,4040
0000,0000,0000,0200,0000,2020
0000,0000,0000,0200,0000,1010
0000,0000,0000,0200,0000,0808
0000,0000,0000,0200,0000,0404
0000,0000,0000,0200,0000,0202
0000,0000,0000,0200,0000,0101
0000,0000,0000,0200,8080,0000
0000,0000,0000,0200,4040,0000
0000,0000,0000,0200,2020,0000
0000,0000,0000,0200,1010,0000
0000,0000,0000,0200,0808,0000
0000,0000,0000,0200,0404,0000
0000,0000,0000,0200,0202,0000
0000,0000,0000,0200,0101,0000
0000,0000,0000,0100,0000,8080
0000,0000,0000,0100,0000,4040
0000,0000,0000,0100,0000,2020
0000,0000,0000,0100,0000,1010
0000,0000,0000,0100,0000,0808
0000,0000,0000,0100,0000,0404
0000,0000,0000,0100,0000,0202
0000,0000,0000,0100,0000,0101
0000,0000,0000,0100,8080,0000
0000,0000,0000,0100,4040,0000
0000,0000,0000,0100,2020,0000
0000,0000,0000,0100,1010,0000
0000,0000,0000,0100,0808,0000
0000,0000,0000,0100,0404,0000
0000,0000,0000,0100,0202,0000
0000,0000,0000,0100,0101,0000
0000,0000,0000,0080,0000,8080
0000,0000,0000,0080,0000,4040
0000,0000,0000,0080,0000,2020
0000,0000,0000,0080,0000,1010
0000,0000,0000,0080,0000,0808
0000,0000,0000,0080,0000,0404
0000,0000,0000,0080,0000,0202
0000,0000,0000,0080,0000,0101
0000,0000,0000,0080,8080,0000
0000,0000,0000,0080,4040,0000
0000,0000,0000,0080,2020,0000
0000,0000,0000,0080,1010,0000
0000,0000,0000,0080,0808,0000
0000,0000,0000,0080,0404,0000
0000,0000,0000,0080,0202,0000
0000,0000,0000,0080,0101,0000
0000,0000,0000,0040,0000,8080
0000,0000,0000,0040,0000,4040
0000,0000,0000,0040,0000,2020
0000,0000,0000,0040,0000,1010
0000,0000,0000,0040,0000,0808
0000,0000,0000,0040,0000,0404
0000,0000,0000,0040,0000,0202
0000,0000,0000,0040,0000,0101
