41473	11	3	1	1	-1	2
41474	11	3	1	2	-1	1
41730	11	4	1	2	-1	2
41746	11	4	2	2	-1	1
41747	11	4	2	3	-1	1
41763	11	4	3	3	-1	1
42003	11	5	2	3	-1	2
42292	11	6	4	4	-1	2
45825	12	4	1	1	-1	2
45826	12	4	1	2	-1	2
45842	12	4	2	2	-1	2
45843	12	4	2	3	-1	2
46099	12	5	2	3	-1	2
46115	12	5	3	3	-1	2
46116	12	5	3	4	-1	2
46132	12	5	4	4	-1	2
46372	12	6	3	4	-1	2
46388	12	6	4	4	-1	2
46389	12	6	4	5	-1	2
46405	12	6	5	5	-1	2
46406	12	6	5	6	-1	2
46661	12	7	5	5	-1	2
46662	12	7	5	6	-1	2
46678	12	7	6	6	-1	1
46679	12	7	6	7	-1	2
46695	12	7	7	7	-1	1
46951	12	8	7	7	-1	2
49921	13	4	1	1	-1	3
49922	13	4	1	2	-1	3
49938	13	4	2	2	-1	3
50178	13	5	1	2	-1	3
50194	13	5	2	2	-1	3
50195	13	5	2	3	-1	3
50211	13	5	3	3	-1	2
50212	13	5	3	4	-1	3
50467	13	6	3	3	-1	3
50468	13	6	3	4	-1	3
50484	13	6	4	4	-1	3
50485	13	6	4	5	-1	3
50501	13	6	5	5	-1	2
50757	13	7	5	5	-1	3
50758	13	7	5	6	-1	3
50774	13	7	6	6	-1	2
50775	13	7	6	7	-1	3
51030	13	8	6	6	-1	3
51031	13	8	6	7	-1	3
51047	13	8	7	7	-1	2
51048	13	8	7	8	-1	3
51063	13	8	8	7	-1	4
51064	13	8	8	8	-1	3
51320	13	9	8	8	-1	3
54017	14	4	1	1	-1	3
54018	14	4	1	2	-1	3
54274	14	5	1	2	-1	3
54290	14	5	2	2	-1	3
54291	14	5	2	3	-1	3
54307	14	5	3	3	-1	3
54563	14	6	3	3	-1	3
54564	14	6	3	4	-1	3
54580	14	6	4	4	-1	3
54581	14	6	4	5	-1	3
54836	14	7	4	4	-1	4
54837	14	7	4	5	-1	3
54853	14	7	5	5	-1	3
54854	14	7	5	6	-1	3
54870	14	7	6	6	-1	3
55126	14	8	6	6	-1	3
55127	14	8	6	7	-1	3
55143	14	8	7	7	-1	3
55159	14	8	8	7	-1	4
55160	14	8	8	8	-1	4
55399	14	9	7	7	-1	4
55415	14	9	8	7	-1	4
55416	14	9	8	8	-1	3
55432	14	9	9	8	-1	4
55433	14	9	9	9	-1	4
55689	14	10	9	9	-1	4
55705	14	10	10	9	-1	5
58369	15	5	1	1	-1	3
58370	15	5	1	2	-1	4
58386	15	5	2	2	-1	4
58387	15	5	2	3	-1	4
58643	15	6	2	3	-1	4
58659	15	6	3	3	-1	3
58660	15	6	3	4	-1	4
58676	15	6	4	4	-1	4
58932	15	7	4	4	-1	3
58933	15	7	4	5	-1	3
58949	15	7	5	5	-1	3
58950	15	7	5	6	-1	4
58966	15	7	6	6	-1	4
59205	15	8	5	5	-1	4
59222	15	8	6	6	-1	3
59238	15	8	7	6	-1	4
59239	15	8	7	7	-1	3
59495	15	9	7	7	-1	4
59511	15	9	8	7	-1	4
59512	15	9	8	8	-1	4
59528	15	9	9	8	-1	4
59529	15	9	9	9	-1	5
59768	15	10	8	8	-1	5
59784	15	10	9	8	-1	4
59785	15	10	9	9	-1	4
59801	15	10	10	9	-1	5
59802	15	10	10	10	-1	5
60058	15	11	10	10	-1	5
60074	15	11	11	10	-1	5
62465	16	5	1	1	-1	4
62466	16	5	1	2	-1	4
62482	16	5	2	2	-1	4
62738	16	6	2	2	-1	4
62739	16	6	2	3	-1	4
62755	16	6	3	3	-1	4
63028	16	7	4	4	-1	3
63029	16	7	4	5	-1	4
63045	16	7	5	5	-1	4
63301	16	8	5	5	-1	4
63317	16	8	6	5	-1	4
63318	16	8	6	6	-1	4
63334	16	8	7	6	-1	4
63335	16	8	7	7	-1	4
63590	16	9	7	6	-1	4
63591	16	9	7	7	-1	4
63607	16	9	8	7	-1	4
63608	16	9	8	8	-1	4
63864	16	10	8	8	-1	4
63880	16	10	9	8	-1	4
63881	16	10	9	9	-1	5
63897	16	10	10	9	-1	5
63898	16	10	10	10	-1	6
64153	16	11	10	9	-1	5
64154	16	11	10	10	-1	5
64170	16	11	11	10	-1	5
64171	16	11	11	11	-1	6
64427	16	12	11	11	-1	5
64443	16	12	12	11	-1	6
66561	17	5	1	1	-1	4
66834	17	6	2	2	-1	4
66835	17	6	2	3	-1	5
66851	17	6	3	3	-1	4
67107	17	7	3	3	-1	4
67124	17	7	4	4	-1	4
67397	17	8	5	5	-1	4
67413	17	8	6	5	-1	4
67414	17	8	6	6	-1	4
67670	17	9	6	6	-1	5
67686	17	9	7	6	-1	4
67687	17	9	7	7	-1	4
67703	17	9	8	7	-1	5
67959	17	10	8	7	-1	5
67960	17	10	8	8	-1	4
67976	17	10	9	8	-1	5
67977	17	10	9	9	-1	5
68233	17	11	9	9	-1	5
68249	17	11	10	9	-1	5
68250	17	11	10	10	-1	5
68266	17	11	11	10	-1	5
68522	17	12	11	10	-1	5
68523	17	12	11	11	-1	6
68539	17	12	12	11	-1	5
68540	17	12	12	12	-1	6
68796	17	13	12	12	-1	6
68812	17	13	13	12	-1	6
70930	18	6	2	2	-1	4
71203	18	7	3	3	-1	4
71220	18	7	4	4	-1	5
71476	18	8	4	4	-1	5
71492	18	8	5	4	-1	5
71493	18	8	5	5	-1	5
71766	18	9	6	6	-1	5
71782	18	9	7	6	-1	5
71783	18	9	7	7	-1	5
72039	18	10	7	7	-1	5
72055	18	10	8	7	-1	5
72056	18	10	8	8	-1	5
72072	18	10	9	8	-1	5
72328	18	11	9	8	-1	5
72329	18	11	9	9	-1	5
72345	18	11	10	9	-1	5
72346	18	11	10	10	-1	6
72362	18	11	11	10	-1	6
72602	18	12	10	10	-1	5
72618	18	12	11	10	-1	5
72619	18	12	11	11	-1	6
72635	18	12	12	11	-1	6
72891	18	13	12	11	-1	6
72892	18	13	12	12	-1	6
72908	18	13	13	12	-1	5
72925	18	13	14	13	-1	7
73181	18	14	14	13	-1	6
75009	19	6	1	1	-1	5
75026	19	6	2	2	-1	5
75282	19	7	2	2	-1	5
75299	19	7	3	3	-1	5
75572	19	8	4	4	-1	5
75588	19	8	5	4	-1	5
75589	19	8	5	5	-1	5
75845	19	9	5	5	-1	5
75861	19	9	6	5	-1	5
75862	19	9	6	6	-1	5
75878	19	9	7	6	-1	5
76134	19	10	7	6	-1	5
76135	19	10	7	7	-1	5
76151	19	10	8	7	-1	5
76152	19	10	8	8	-1	5
76424	19	11	9	8	-1	5
76425	19	11	9	9	-1	5
76441	19	11	10	9	-1	5
76697	19	12	10	9	-1	5
76698	19	12	10	10	-1	5
76714	19	12	11	10	-1	5
76715	19	12	11	11	-1	6
76731	19	12	12	11	-1	6
76987	19	13	12	11	-1	6
76988	19	13	12	12	-1	7
77004	19	13	13	12	-1	6
77260	19	14	13	12	-1	6
77276	19	14	14	12	-1	6
77277	19	14	14	13	-1	7
77293	19	14	15	13	-1	7
77550	19	15	15	14	-1	7
79105	20	6	1	1	-1	5
79378	20	7	2	2	-1	5
79668	20	8	4	4	-1	5
79941	20	9	5	5	-1	5
79957	20	9	6	5	-1	5
79958	20	9	6	6	-1	5
80230	20	10	7	6	-1	5
80231	20	10	7	7	-1	5
80247	20	10	8	7	-1	5
80503	20	11	8	7	-1	5
80504	20	11	8	8	-1	5
80520	20	11	9	8	-1	5
80521	20	11	9	9	-1	6
80537	20	11	10	9	-1	6
80793	20	12	10	9	-1	6
80794	20	12	10	10	-1	6
80810	20	12	11	10	-1	5
81066	20	13	11	10	-1	6
81083	20	13	12	11	-1	6
81099	20	13	13	11	-1	6
81100	20	13	13	12	-1	6
81356	20	14	13	12	-1	6
81372	20	14	14	12	-1	6
81373	20	14	14	13	-1	6
81629	20	15	14	13	-1	7
81645	20	15	15	13	-1	6
81646	20	15	15	14	-1	7
84036	21	9	5	4	-1	5
84037	21	9	5	5	-1	5
84053	21	9	6	5	-1	6
84326	21	10	7	6	-1	5
84327	21	10	7	7	-1	6
84599	21	11	8	7	-1	5
84616	21	11	9	8	-1	6
84889	21	12	10	9	-1	6
84906	21	12	11	10	-1	6
85162	21	13	11	10	-1	6
85179	21	13	12	11	-1	6
85451	21	14	13	11	-1	7
85452	21	14	13	12	-1	6
85468	21	14	14	12	-1	6
85469	21	14	14	13	-1	7
85725	21	15	14	13	-1	6
85741	21	15	15	13	-1	7
85742	21	15	15	14	-1	7
88695	22	11	8	7	-1	6
88968	22	12	9	8	-1	6
88985	22	12	10	9	-1	6
89258	22	13	11	10	-1	6
89275	22	13	12	11	-1	6
89531	22	14	12	11	-1	6
89547	22	14	13	11	-1	7
89548	22	14	13	12	-1	6
89820	22	15	14	12	-1	6
89821	22	15	14	13	-1	7
89837	22	15	15	13	-1	7
93337	23	13	10	9	-1	5
93354	23	13	11	10	-1	6
93627	23	14	12	11	-1	6
93643	23	14	13	11	-1	6
93644	23	14	13	12	-1	7
93900	23	15	13	12	-1	6
93916	23	15	14	12	-1	7
93917	23	15	14	13	-1	7
94190	23	16	15	14	-1	7
42020	11	5	3	4	-1	1
42036	11	5	4	4	-1	0
42293	11	6	4	5	-1	0
42309	11	6	5	5	-1	0
41729	11	4	1	1	-1	2
45569	12	3	1	1	-1	3
46098	12	5	2	2	-1	2
55142	14	8	7	6	-1	4
58113	15	4	1	1	-1	4
63044	16	7	5	4	-1	4
68556	17	12	13	12	-1	7
70657	18	5	1	1	-1	5
70913	18	6	1	1	-1	4
71509	18	8	6	5	-1	5
71765	18	9	6	5	-1	5
72924	18	13	14	12	-1	7
76168	19	10	9	8	-1	6
77003	19	13	13	11	-1	6
79667	20	8	4	3	-1	5
81082	20	13	12	10	-1	6
81389	20	14	15	13	-1	8
84872	21	12	9	8	-1	6
85178	21	13	12	10	-1	6
85435	21	14	12	11	-1	6
89274	22	13	12	10	-1	6
89564	22	14	14	12	-1	7
93933	23	15	15	13	-1	8
42019	11	5	3	3	-1	1
49939	13	4	2	3	-1	4
50791	13	7	7	7	-1	3
54597	14	6	5	5	-1	4
58403	15	5	3	3	-1	4
62756	16	6	3	4	-1	4
62772	16	6	4	4	-1	5
66562	17	5	1	2	-1	5
67123	17	7	4	3	-1	4
67140	17	7	5	4	-1	5
67141	17	7	5	5	-1	5
67704	17	9	8	8	-1	5
67993	17	10	10	9	-1	6
68267	17	11	11	11	-1	7
70947	18	6	3	3	-1	5
71219	18	7	4	3	-1	4
71510	18	8	6	6	-1	5
71799	18	9	8	7	-1	7
72073	18	10	9	9	-1	6
72636	18	12	12	12	-1	8
75315	19	7	4	3	-1	5
75879	19	9	7	7	-1	6
76442	19	11	10	10	-1	6
79395	20	7	3	3	-1	5
79684	20	8	5	4	-1	5
79974	20	9	7	6	-1	6
80248	20	10	8	8	-1	6
84343	21	10	8	7	-1	6
85195	21	13	13	11	-1	7
88422	22	10	7	6	-1	6
88712	22	11	9	8	-1	6
85196	21	13	13	12	-1	7
80827	20	12	12	11	-1	6
77020	19	13	14	12	-1	7
76458	19	11	11	10	-1	6
72652	18	12	13	12	-1	7
67430	17	8	7	6	-1	5
64187	16	11	12	11	-1	6
63624	16	9	9	8	-1	5
59255	15	8	8	7	-1	4
50228	13	5	4	4	-1	3
46422	12	6	6	6	-1	2
41764	11	4	3	4	-1	1
58965	15	7	6	5	-1	4
46968	12	8	8	8	-1	4
