18074	5	7	10	10	1	5
18330	5	8	10	10	1	5
18331	5	8	10	11	1	5
18347	5	8	11	11	1	5
18348	5	8	11	12	1	5
18620	5	9	12	12	1	5
18621	5	9	12	13	1	5
18637	5	9	13	13	1	5
18910	5	10	14	14	1	5
19183	5	11	15	15	1	4
19200	5	11	16	16	1	5
21028	6	3	3	4	1	7
21284	6	4	3	4	1	6
21285	6	4	3	5	1	7
21301	6	4	4	5	1	6
21317	6	4	5	5	1	7
21318	6	4	5	6	1	6
21557	6	5	4	5	1	7
21573	6	5	5	5	1	7
21574	6	5	5	6	1	6
21590	6	5	6	6	1	6
21591	6	5	6	7	1	5
21847	6	6	6	7	1	5
21863	6	6	7	7	1	5
21864	6	6	7	8	1	5
21880	6	6	8	8	1	5
22136	6	7	8	8	1	5
22137	6	7	8	9	1	5
22153	6	7	9	9	1	5
22154	6	7	9	10	1	5
22410	6	8	9	10	1	5
22426	6	8	10	10	1	5
22427	6	8	10	11	1	5
22443	6	8	11	11	1	5
22699	6	9	11	11	1	5
22700	6	9	11	12	1	5
22716	6	9	12	12	1	4
22717	6	9	12	13	1	5
22989	6	10	13	13	1	4
23006	6	10	14	14	1	4
23262	6	11	14	14	1	5
23279	6	11	15	15	1	5
23552	6	12	16	16	1	5
25397	7	4	4	5	1	6
25653	7	5	4	5	1	6
25669	7	5	5	5	1	6
25670	7	5	5	6	1	5
25686	7	5	6	6	1	6
25687	7	5	6	7	1	6
25942	7	6	6	6	1	6
25943	7	6	6	7	1	5
25959	7	6	7	7	1	5
25960	7	6	7	8	1	5
26216	7	7	7	8	1	5
26232	7	7	8	8	1	5
26233	7	7	8	9	1	5
26249	7	7	9	9	1	5
26505	7	8	9	9	1	5
26506	7	8	9	10	1	4
26522	7	8	10	10	1	4
26523	7	8	10	11	1	5
26539	7	8	11	11	1	5
26779	7	9	10	11	1	5
26795	7	9	11	11	1	4
26796	7	9	11	12	1	4
26812	7	9	12	12	1	4
27068	7	10	12	12	1	4
27085	7	10	13	13	1	4
27102	7	10	14	14	1	4
27358	7	11	14	14	1	4
27375	7	11	15	15	1	4
27647	7	12	16	15	1	4
27648	7	12	16	16	1	4
29766	8	5	5	6	1	6
30022	8	6	5	6	1	6
30038	8	6	6	6	1	5
30039	8	6	6	7	1	5
30055	8	6	7	7	1	5
30056	8	6	7	8	1	5
30311	8	7	7	7	1	5
30312	8	7	7	8	1	5
30328	8	7	8	8	1	5
30329	8	7	8	9	1	4
30345	8	7	9	9	1	4
30585	8	8	8	9	1	5
30601	8	8	9	9	1	4
30602	8	8	9	10	1	4
30618	8	8	10	10	1	4
30874	8	9	10	10	1	4
30875	8	9	10	11	1	4
30891	8	9	11	11	1	3
30892	8	9	11	12	1	4
30908	8	9	12	12	1	4
31164	8	10	12	12	1	4
31181	8	10	13	13	1	4
31437	8	11	13	13	1	4
31453	8	11	14	13	1	4
31454	8	11	14	14	1	4
31470	8	11	15	14	1	4
31471	8	11	15	15	1	4
31727	8	12	15	15	1	4
31743	8	12	16	15	1	4
31744	8	12	16	16	1	4
34135	9	6	6	7	1	5
34151	9	6	7	7	1	5
34407	9	7	7	7	1	5
34408	9	7	7	8	1	4
34424	9	7	8	8	1	4
34425	9	7	8	9	1	4
34680	9	8	8	8	1	5
34681	9	8	8	9	1	4
34697	9	8	9	9	1	4
34698	9	8	9	10	1	4
34714	9	8	10	10	1	3
34954	9	9	9	10	1	4
34970	9	9	10	10	1	4
34971	9	9	10	11	1	4
34987	9	9	11	11	1	4
35243	9	10	11	11	1	4
35259	9	10	12	11	1	4
35260	9	10	12	12	1	4
35276	9	10	13	12	1	4
35277	9	10	13	13	1	4
35533	9	11	13	13	1	3
35549	9	11	14	13	1	4
35550	9	11	14	14	1	4
35806	9	12	14	14	1	4
35822	9	12	15	14	1	4
35823	9	12	15	15	1	3
35839	9	12	16	15	1	3
35840	9	12	16	16	1	4
36096	9	13	16	16	1	4
38504	10	7	7	8	1	4
38520	10	7	8	8	1	4
38776	10	8	8	8	1	4
38777	10	8	8	9	1	4
38793	10	8	9	9	1	4
38794	10	8	9	10	1	4
39049	10	9	9	9	1	3
39050	10	9	9	10	1	4
39066	10	9	10	10	1	3
39067	10	9	10	11	1	4
39082	10	9	11	10	1	4
39083	10	9	11	11	1	3
39339	10	10	11	11	1	3
39355	10	10	12	11	1	3
39356	10	10	12	12	1	3
39612	10	11	12	12	1	3
39628	10	11	13	12	1	3
39629	10	11	13	13	1	3
39645	10	11	14	13	1	3
39646	10	11	14	14	1	3
39902	10	12	14	14	1	3
39918	10	12	15	14	1	3
39919	10	12	15	15	1	3
39935	10	12	16	15	1	3
40191	10	13	16	15	1	3
40192	10	13	16	16	1	3
42889	11	8	9	9	1	3
43145	11	9	9	9	1	2
43146	11	9	9	10	1	3
43162	11	9	10	10	1	3
43418	11	10	10	10	1	3
43434	11	10	11	10	1	3
43435	11	10	11	11	1	3
43451	11	10	12	11	1	3
43452	11	10	12	12	1	3
43708	11	11	12	12	1	3
43724	11	11	13	12	1	3
43725	11	11	13	13	1	3
43741	11	11	14	13	1	3
43981	11	12	13	13	1	3
43997	11	12	14	13	1	3
43998	11	12	14	14	1	3
44014	11	12	15	14	1	2
44015	11	12	15	15	1	3
44270	11	13	15	14	1	3
44271	11	13	15	15	1	3
44287	11	13	16	15	1	3
44288	11	13	16	16	1	3
47514	12	10	10	10	1	2
47530	12	10	11	10	1	2
47531	12	10	11	11	1	1
47547	12	10	12	11	1	2
47787	12	11	11	11	1	2
47803	12	11	12	11	1	2
47804	12	11	12	12	1	2
47820	12	11	13	12	1	2
47821	12	11	13	13	1	2
48077	12	12	13	13	1	2
48093	12	12	14	13	1	2
48094	12	12	14	14	1	2
48110	12	12	15	14	1	2
48366	12	13	15	14	1	2
48367	12	13	15	15	1	2
48383	12	13	16	15	1	2
48384	12	13	16	16	1	3
52190	13	12	14	14	1	2
52446	13	13	14	14	1	1
52463	13	13	15	15	1	2
52479	13	13	16	15	1	1
52736	13	14	16	16	1	2
52173	13	12	13	13	1	1
51916	13	11	13	12	1	0
51900	13	11	12	12	1	0
14831	4	10	15	15	1	5
16949	5	3	4	5	1	6
17512	5	5	7	8	1	6
18894	5	10	13	14	1	5
21881	6	6	8	9	1	5
22990	6	10	13	14	1	4
23296	6	11	16	16	1	5
27069	7	10	12	13	1	4
27086	7	10	13	14	1	5
31165	8	10	12	13	1	4
35244	9	10	11	12	1	4
43179	11	9	11	11	1	3
47258	12	9	10	10	1	2
20	1	1	2	4	1	7
309	1	2	4	5	1	7
872	1	4	7	8	1	5
8774	3	3	5	6	1	6
9337	3	5	8	9	1	7
9882	3	7	10	10	1	5
10173	3	8	12	13	1	5
12580	4	2	3	4	1	7
13127	4	4	5	7	1	6
13143	4	4	6	7	1	5
13705	4	6	9	9	1	6
13706	4	6	9	10	1	6
14542	4	9	13	14	1	5
15104	4	11	16	16	1	5
17221	5	4	5	5	1	7
18075	5	7	10	11	1	5
18364	5	8	12	12	1	5
18927	5	10	15	15	1	5
22170	6	7	10	10	1	5
22444	6	8	11	12	1	5
22733	6	9	13	13	1	5
25976	7	6	8	8	1	5
26250	7	7	9	10	1	5
27374	7	11	15	14	1	4
29782	8	5	6	6	1	6
30619	8	8	10	11	1	5
31180	8	10	13	12	1	4
35566	9	11	15	14	1	4
39372	10	10	13	12	1	3
43161	11	9	10	9	1	3
43178	11	9	11	10	1	3
43742	11	11	14	14	1	4
44031	11	12	16	15	1	3
47548	12	10	12	12	1	3
52206	13	12	15	14	1	2
51917	13	11	13	13	1	2
47837	12	11	14	13	1	2
39373	10	10	13	13	1	4
38810	10	8	10	10	1	4
35004	9	9	12	12	1	4
34441	9	7	9	9	1	5
25413	7	4	5	5	1	6
21607	6	5	7	7	1	5
52480	13	13	16	16	1	2
48111	12	12	15	15	1	2
51626	13	10	11	10	1	4
47241	12	9	9	9	1	4
